date_utc,Open_price,High_price,Low_price,Close_price,Volume,Quote_volume,Nb_trades,Taker_buy_base_volume,Taker_buy_quote_volume,evolution_prct,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,janvier,fevrier,mars,avril,mai,juin,juillet,aout,septembre,octobre,novembre,decembre,RSI,EMA_14,MACD,MACD_Signal
2021-07-15,32820.03,33185.25,31133.0,31880.0,51639.576353,1652077965.43656,1099367,24866.405787,795831015.6961491,-2.864166444749261,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.411624464105756,33419.89645888878,-888.3467834299736,-869.3124547084117
2021-07-16,31874.49,32249.18,31020.0,31383.87,48499.864154,1538342711.5796568,1067591,23963.744568,760274744.5520707,-1.5562421580928465,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.86240778571509,33148.42626437028,-975.4891552228073,-890.5477948112909
2021-07-17,31383.86,31955.92,31164.31,31520.07,34012.242132,1072815966.3363076,883442,16649.051308,525240023.82137984,0.4339808952815494,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,39.547558325445316,32931.31209578758,-1021.7814504425696,-916.7945259375467
2021-07-18,31520.07,32435.0,31108.97,31778.56,35923.716186,1140964365.6466014,760979,17554.182653,557709781.1191803,0.8200806660645155,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,40.90121201088564,32777.611816349236,-1025.7858247550066,-938.5927857010388
2021-07-19,31778.57,31899.0,30407.44,30839.65,47340.468499,1470563281.9365027,846029,22709.510045,705480091.1446748,-2.954539160994074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37.6071689934148,32519.216907502672,-1092.1320915268007,-969.3006468661912
2021-07-20,30839.65,31063.07,29278.0,29790.35,61034.049017,1821230700.0203912,1062139,28424.82505,847855259.1399384,-3.4024380951145794,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.28405203910782,32155.367986502315,-1215.3716784103817,-1018.5148531750293
2021-07-21,29790.34,32858.0,29482.61,32144.51,82796.265128,2603140706.0822244,1415058,42584.672219,1338356405.5419316,7.9024247784937,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.845901311329335,32153.920254968674,-1110.2802814854367,-1036.8679388371108
2021-07-22,32144.51,32591.35,31708.0,32287.83,46148.092433,1482763544.9505365,1000742,23274.512805,747848528.87672,0.44586151725443113,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46.46343764368429,32171.77488763952,-1003.8580157295946,-1030.2659542156077
2021-07-23,32287.58,33650.0,31924.32,33634.09,50112.863626,1631947003.0730464,1394786,25018.977079,815391041.1933738,4.169558623171632,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.00044635754131,32366.75023595425,-801.6448101860697,-984.5417254097002
2021-07-24,33634.1,34500.0,33401.14,34258.14,47977.550138,1625046258.436552,1196914,23937.617814,810983258.0424594,1.8554091994164246,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54.35698300431826,32618.935537827016,-584.2983407695137,-904.493048481663
2021-07-25,34261.51,35398.0,33851.12,35381.02,47852.928313,1646935552.8055446,1245775,24632.1493,848320775.42419,3.277702759110679,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,58.32197881316528,32987.213466116744,-317.7795018731267,-787.1503391599558
2021-07-26,35381.02,40550.0,35205.78,37237.6,152452.512724,5832475057.065676,3330102,77191.346075,2953296773.1535506,5.247389702162342,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.905124291944475,33553.93167063451,42.75622093029233,-621.1690271419062
2021-07-27,37241.33,39542.61,36383.0,39457.87,88397.267015,3335658261.9955463,1938478,45137.303439,1703810516.3378596,5.962441188476175,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.21607897702219,34341.12344788325,501.8555339992963,-396.5641149136657
2021-07-28,39456.61,40900.0,38772.0,40019.56,101344.528441,4040889461.661528,2631048,49019.136276,1954994215.0046124,1.4235182993912021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.4025494467357,35098.24832149882,900.6367561017978,-137.12394071057304
2021-07-29,40019.57,40640.0,39200.0,40016.48,53998.439283,2154190697.345318,1428738,26700.926244,1065505374.5052506,-0.007696236540322143,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70.38652949300649,35754.012545298974,1202.562821782085,130.81341178795856
2021-07-30,40018.49,42316.71,38313.23,42206.37,73602.784805,2939833541.3815365,1797012,37730.426862,1509172746.2039785,5.472470342219005,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.78057300506805,36614.32687259245,1600.1022427933422,424.6711779890353
2021-07-31,42206.36,42448.0,41000.15,41461.83,44849.791012,1868285510.8846788,1565380,22844.24505,951887855.6214969,-1.7640465171489539,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,70.92722331805595,37260.660622913456,1833.9364644654852,706.5242352843253
2021-08-01,41461.84,42599.0,39422.01,39845.44,53953.186326,2227567271.487865,1603964,25796.753795,1066579608.8398234,-3.8985013444896133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,63.30110202961783,37605.29787319167,1867.2975616221156,938.6789005518834
2021-08-02,39850.27,40480.01,38690.0,39147.82,50837.351954,2010928003.5944088,1162878,24558.005343,971596720.9467592,-1.7508151497385938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.28822967523516,37810.96749009944,1816.5048307719262,1114.244086595892
2021-08-03,39146.86,39780.0,37642.03,38207.05,57117.435853,2195360658.567329,1379871,27683.466598,1064118781.8498572,-2.40312231945482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56.39039160973685,37863.778491419514,1680.9618669346382,1227.5876426636414
2021-08-04,38207.04,39969.66,37508.56,39723.18,52329.35243,2028792778.184805,1220555,26804.211169,1039347051.5555264,3.96819435156599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.79010699624864,38111.69869256358,1676.5558198605795,1317.3812781030292
2021-08-05,39723.17,41350.0,37332.7,40862.46,84343.755621,3314527738.3397326,1913281,41673.129081,1638359889.802016,2.8680483284570846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.7497045680582,38478.46686688844,1744.8804744907538,1402.8811173805743
2021-08-06,40862.46,43392.43,39853.86,42836.87,75753.941347,3148022459.916158,2223356,38278.004758,1591634314.1008012,4.831843212572129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.2258347323714,39059.587284636655,1936.0293010586538,1509.5107541161904
2021-08-07,42836.87,44700.0,42446.41,44572.54,73396.740808,3197407326.036793,2258213,37355.623845,1627865923.8789735,4.051813309422458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,71.55140739399366,39794.6476466851,2202.1847714345495,1648.0455575798621
2021-08-08,44572.54,45310.0,43261.0,43794.37,69329.092698,3074924734.87934,1857112,34099.15066,1512451140.3989158,-1.7458506964153186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,68.10955422422637,40327.94396046042,2323.538775046043,1783.1442010730984
2021-08-09,43794.36,46454.15,42779.0,46253.4,74587.884845,3362870286.2581177,2130595,38464.60543,1735618666.8181322,5.614945482718436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.59564245100745,41118.00476573237,2588.29956106592,1944.1752730716628
2021-08-10,46248.87,46700.0,44589.46,45584.99,53814.643421,2452485823.933654,1951330,26592.369314,1212338434.7318356,-1.4451045760960346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.72448931002886,41713.60279696805,2712.9164781918516,2097.9235140957007
2021-08-11,45585.0,46743.47,45341.14,45511.0,52734.901977,2432788769.8326964,1862925,27064.393843,1248929298.8285875,-0.16231219969555788,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.39729696725259,42219.922424038974,2773.7320516871987,2233.085221614
2021-08-12,45510.67,46218.12,43770.0,44399.0,55266.108781,2478758524.864176,1623329,26765.08804,1200329050.5739107,-2.4433653402474165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.49855863434232,42510.46610083378,2701.0635460019257,2326.680886491585
2021-08-13,44400.06,47886.0,44217.39,47800.0,48239.370431,2239435701.1177917,1804716,25367.988236,1177391788.09299,7.660082434289062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71.195650885,43215.73728738928,2884.653023929408,2438.27531397915
2021-08-14,47799.99,48144.0,45971.03,47068.51,46114.359022,2166461458.6682487,1849556,22999.528519,1080741765.6874592,-1.5303138075313805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,68.21502951011928,43729.44031573738,2937.2649166198244,2538.0732345072847
2021-08-15,47068.5,47372.27,45500.0,46973.82,42110.711334,1950753713.2121248,1580122,21129.919776,979120004.2028339,-0.2011748406737346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,67.81921971084611,44162.024273639065,2937.4583377690724,2617.9502551596424
2021-08-16,46973.82,48053.83,45660.0,45901.29,52480.574014,2462127629.6090236,1655378,25847.872438,1213162181.6654189,-2.2832505425362415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.336413609505776,44393.92637048719,2818.5766211450464,2658.075528356723
2021-08-17,45901.3,47160.0,44376.0,44695.95,57039.341629,2616339597.9157424,1781303,27320.261808,1253906922.5820968,-2.6259392709878204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.644907612423296,44434.196187755566,2597.162665144504,2645.892955714279
2021-08-18,44695.95,46000.0,44203.28,44705.29,54099.415985,2439673265.947117,1656723,28538.223727,1286718404.7064972,0.02089674791565521,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.67045470168881,44470.34202938816,2394.837968390304,2595.6819582494845
2021-08-19,44699.37,47033.0,43927.7,46760.62,53411.75392,2416320067.133769,1774382,27193.50515,1230827552.4101412,4.597509601212746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.948309443455145,44775.71242546974,2372.9878160228836,2551.1431298041643
2021-08-20,46760.62,49382.99,46622.99,49322.47,56850.352228,2721131744.277817,1950404,29725.885112,1422944576.3472953,5.478648486696702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.22385984706472,45381.94676874045,2533.190257147864,2547.5525552729046
2021-08-21,49322.47,49757.04,48222.0,48821.87,46745.136584,2290966131.3761606,2069725,23119.673786,1133342367.7445276,-1.014953225173032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,67.15587207614696,45840.60319957506,2589.902822050368,2556.0226086283974
2021-08-22,48821.88,49500.0,48050.0,49239.22,37007.887795,1807169840.1691716,1610192,18587.877552,907708162.1109709,0.8548423073512001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,68.01379664420455,46293.75210629839,2638.1140586885012,2572.4408986404183
2021-08-23,49239.22,50500.0,49029.0,49488.85,52462.541954,2616721363.685172,2143309,26218.97512,1307817635.390983,0.5069739122593786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.54308044680533,46719.76515879194,2665.7359214826065,2591.0999032088557
2021-08-24,49488.85,49860.0,47600.0,47674.01,51014.594748,2486079315.564424,1692896,24702.923443,1203899649.6998265,-3.667169473527865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.68152237314057,46846.99780428635,2512.224663882749,2575.324855343634
2021-08-25,47674.01,49264.3,47126.28,48973.32,44655.830342,2149442271.5264206,1559186,21796.877672,1049712097.3482182,2.725405309937212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.87600076219805,47130.507430381505,2466.971631132059,2553.6542105013195
2021-08-26,48973.32,49352.84,46250.0,46843.87,49371.277774,2333900030.229628,1532753,23686.563496,1120008931.619874,-4.348183868277655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55.865070337052316,47092.28910633064,2233.5326837503817,2489.6299051511323
2021-08-27,46843.86,49149.93,46348.0,49069.9,42068.104965,2007071230.2199953,1320503,21727.05079,1036769755.5596029,4.7520198480612175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61.325405052745545,47355.97055881989,2202.760600374422,2432.2560441957903
2021-08-28,49069.9,49299.0,48346.88,48895.35,26681.063786,1303966035.7705495,793012,13895.763677,679193791.5995204,-0.35571704853688546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,60.69133529041501,47561.22115097724,2139.624516813492,2373.7297387193307
2021-08-29,48895.35,49632.27,47762.54,48767.83,32652.283473,1588661416.3603797,1193046,16157.043096,786599088.6916697,-0.26080189629483774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,60.20161522875896,47722.102330846945,2055.6032032906805,2310.104431633601
2021-08-30,48767.84,48888.61,46853.0,46982.91,40288.35083,1932344430.9239264,1204012,19637.84056,942218565.0215597,-3.6600357243699366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.67325283708171,47623.54335340069,1823.9620806925668,2212.8759614453943
2021-08-31,46982.91,48246.11,46700.0,47100.89,48645.52737,2303799571.3822727,1300400,24426.21235,1156878830.6908383,0.25111258540604364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54.02811747007129,47553.85623961393,1631.1024879938414,2096.5212667550836
2021-09-01,47100.89,49156.0,46512.0,48810.52,49904.65528,2386074445.4158525,1280384,25102.36864,1200480555.049387,3.6297190987261585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.936771510011745,47721.41140766541,1597.794345702896,1996.7758825446463
2021-09-02,48810.51,50450.13,48584.06,49246.64,54410.770538,2704192314.674689,1549849,28351.807225,1409412062.2196813,0.8934959103078732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.10696000803688,47924.77521997669,1588.2799396834453,1915.0766939724062
2021-09-03,49246.63,51000.0,48316.84,49999.14,59025.644157,2949574478.071738,1645163,29625.443383,1481238133.394633,1.5280230285761531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.113169112886084,48201.357190646464,1622.7540667088615,1856.6121685196974
2021-09-04,49998.0,50535.69,49370.0,49915.64,34664.65959,1733527136.4442587,1225830,16739.70385,837225473.735276,-0.1670028724494066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,61.742125215171036,48429.9282318936,1624.6098178916363,1810.2116983940853
2021-09-05,49917.54,51900.0,49450.0,51756.88,40544.835873,2049212025.844659,1417660,21557.235864,1090239906.6856637,3.6887035806813184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,66.49503319699618,48873.52180097446,1754.429226164284,1799.0552039481252
2021-09-06,51756.88,52780.0,50969.33,52663.9,49249.667081,2549290983.0568776,1678015,24620.352525,1274643403.5479467,1.7524626677651423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.5666990206494,49378.90556084453,1908.5009651110595,1820.944356180712
2021-09-07,52666.2,52920.0,42843.05,46863.73,123048.802719,6004105772.870442,3321711,57935.601976,2832268574.0387254,-11.013559573066178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48.089540922622625,49043.54881939859,1544.7715188145376,1765.7097887074772
2021-09-08,46868.57,47340.99,44412.02,46048.31,65069.3152,3000605793.9389606,1796101,31796.7476,1466544608.2678735,-1.7399810044996578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.00923697896934,48644.18364347878,1177.146322783752,1647.9970955227323
2021-09-09,46048.31,47399.97,45513.08,46395.14,50651.66002,2351862983.518241,1567586,24183.38803,1122994690.9093316,0.7531872505201598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.05828210586342,48344.3111576816,903.3734618162343,1499.072368781433
2021-09-10,46395.14,47033.0,44132.29,44850.91,49048.26618,2243698626.039517,1569941,24358.59799,1114490733.8792434,-3.3284305209554166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.047723155187754,47878.52433665739,555.3977620631413,1310.3374474377747
2021-09-11,44842.2,45987.93,44722.22,45173.69,30440.4081,1380370764.0127168,1060890,14804.3426,671123069.5623685,0.7196732463176314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44.11975201130255,47517.879758436415,302.1867407516038,1108.7073061005406
2021-09-12,45173.68,46460.0,44742.06,46025.24,32094.28052,1464780920.2199812,1179808,15735.45104,718436012.7588656,1.8850574305530499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,46.95646912865451,47318.861123978226,168.2882284334337,920.6234905671192
2021-09-13,46025.23,46880.0,43370.0,44940.73,65429.15056,2930668118.2616343,1703512,32041.05972,1435586958.779868,-2.356337522628882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.89993221464874,47001.77697411446,-25.049446213961346,731.4889032109031
2021-09-14,44940.72,47250.0,44594.44,47111.52,44855.85099,2072259519.06192,1210258,22182.46649,1025156547.7189184,4.830339872093736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.802994837338424,47016.40937756586,-3.0709355107537704,584.5769354665719
2021-09-15,47103.28,48500.0,46682.32,48121.41,43204.71174,2056996398.8439617,1176050,20903.53535,995198313.7474113,2.143615828994716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.65977925507438,47163.742793890415,94.74471743918548,486.6104918610946
2021-09-16,48121.4,48557.0,47021.1,47737.82,40725.08895,1948447232.9107175,1176129,19907.79151,952502982.8119016,-0.7971295936673561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.41477617422623,47240.2864213717,139.70142881089123,417.22867925105396
2021-09-17,47737.81,48150.0,46699.56,47299.98,34461.92776,1637122049.4128375,1033968,16599.46162,788563444.4133477,-0.9171763603784133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50.96134240770334,47248.2455651888,138.40447699316428,361.46383879947604
2021-09-18,47299.98,48843.2,47035.56,48292.74,30906.47038,1491461627.9514225,976346,15219.90487,734476256.0995072,2.0988592384182825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,54.071197485758695,47387.51148983029,215.0056175691061,332.17219455340205
2021-09-19,48292.75,48372.83,46829.18,47241.75,29847.24349,1421642879.4932063,909785,14346.79979,683249734.0721828,-2.176289852263502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,50.42542046771812,47368.07662451959,188.73089160928794,303.48393396457925
2021-09-20,47241.75,47347.25,42500.0,43015.62,78003.524443,3457139274.300071,1842231,36108.362951,1600107748.5660272,-8.945752432964483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39.029568139557846,46787.74907458365,-171.13267877642647,208.5606114163781
2021-09-21,43016.64,43639.0,39600.0,40734.38,84534.080485,3551997786.6903553,1820721,38942.74356,1637800328.5038831,-5.303282853995839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.4974881359942,45980.63319797249,-633.1061008304605,40.227268967010374
2021-09-22,40734.09,44000.55,40565.39,43543.61,58349.05542,2482639471.907596,1304011,29321.5066,1248027083.190341,6.8964594526785605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43.23844730913611,45655.696771576164,-763.7380856211676,-120.56580195062523
2021-09-23,43546.37,44978.0,43069.09,44865.26,48699.57655,2147211305.4820888,1196106,24503.00365,1080404499.5649571,3.035232953813427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.833095240020405,45550.30520203268,-751.9507450939855,-246.8427905792973
2021-09-24,44865.26,45200.0,40675.0,42810.57,84113.426292,3596718231.050549,1819744,41952.776582,1794510963.7797813,-4.5796903885099605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.34353562763742,45185.007175094994,-898.0533045659249,-377.08489337662286
2021-09-25,42810.58,42966.84,41646.28,42670.64,33594.57189,1428238748.2095258,949787,16555.7295,703947971.383276,-0.3268585304984306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,42.04790836084335,44849.75821841566,-1013.4494032454531,-504.3577953503889
2021-09-26,42670.63,43950.0,40750.0,43160.9,49879.99765,2124657079.2797763,1374145,24762.74447,1055225792.1285858,1.1489398799736872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,43.535331264834205,44624.57712262691,-1053.2011112907276,-614.1264585384567
2021-09-27,43160.9,44350.0,42098.0,42147.35,39776.84383,1728912299.8034244,1001487,19307.85346,839585982.3907082,-2.3483059899121694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.182035268485365,44294.28017294333,-1153.196311482432,-721.9404291272518
2021-09-28,42147.35,42787.38,40888.0,41026.54,43372.2624,1816305387.8388584,1045389,20710.0903,867306872.2124455,-2.6592656477809395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.69134333929288,43858.58148321755,-1307.8076357183018,-839.1138704454618
2021-09-29,41025.01,42590.0,40753.88,41524.28,33511.53487,1399625476.0563765,884909,16338.4266,682466342.7870586,1.2132146654336484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.41482110325875,43547.341285455215,-1374.3323184020337,-946.1575600367762
2021-09-30,41524.29,44141.37,41410.17,43824.1,46381.22781,2005486003.5646772,1197815,23348.93974,1009687948.2258337,5.538494586781506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.726859499647325,43584.24244739452,-1227.3294650243115,-1002.3919410342834
2021-10-01,43820.01,48495.0,43283.03,48141.61,66244.87492,3076094886.5924745,1771237,34156.88321,1585411525.337827,9.851907968446593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.11778146427216,44191.891454408586,-753.7528765941897,-952.6641281462647
2021-10-02,48141.6,48336.59,47430.18,47634.9,30508.98131,1459064880.5324447,996116,15180.50362,726007609.1562026,-1.0525406192273157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,56.69342403756454,44650.95926048744,-414.5486221079773,-845.0410269386073
2021-10-03,47634.89,49228.08,47088.0,48200.01,30825.05601,1482764462.1905775,1114294,15426.81514,742443046.4075491,1.1863360687227154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,57.931715724593104,45124.16602575578,-98.98610224432923,-695.8300419997516
2021-10-04,48200.01,49536.12,46891.0,49224.94,46796.49372,2258464361.1263566,1437692,23032.4914,1112232800.7886517,2.1264103472177665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60.15691040954198,45670.935888988344,231.13833471146063,-510.4363666575092
2021-10-05,49224.93,51886.3,49022.4,51471.99,52125.66793,2618101829.0177226,1641651,26687.41046,1341045872.9987288,4.5648608205515195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.58035536942421,46444.409770456565,666.4006333553261,-275.0689666549422
2021-10-06,51471.99,55750.0,50382.41,55315.0,79877.545181,4236927265.3815217,2443126,40664.027517,2158326113.6632404,7.466216091509192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.59341687936185,47627.155134395696,1306.38869487567,41.22256565118025
2021-10-07,55315.0,55332.31,53357.0,53785.22,54917.37766,2983143121.088643,1703147,26485.89849,1438826617.0389867,-2.765578956883308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.80437779403114,48448.230449809605,1670.8824901423068,367.15455054940554
2021-10-08,53785.22,56100.0,53617.61,53951.43,46160.25785,2522087625.0940795,1548832,22643.19334,1237799956.8681743,0.3090254162760653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.07367623225028,49181.99038983499,1950.6720734407645,683.8580551276773
2021-10-09,53955.67,55489.0,53661.67,54949.72,55177.08013,3024862790.6955924,1609483,27686.74749,1518044340.2089689,1.850349471737811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67.71807449763025,49951.02100452365,2227.2862247607336,992.5436890542886
2021-10-10,54949.72,56561.31,54080.0,54659.0,89237.836128,4923958325.389876,2427176,44656.915748,2464422246.8422794,-0.5290654802244665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,66.70410327298978,50578.75153725383,2395.4331954557492,1273.1215903345808
2021-10-11,54659.01,57839.04,54415.06,57471.35,52933.165751,2994673617.7236485,1690409,26858.829013,1519825843.1170495,5.145264274867811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71.19710255467365,51497.76466561999,2724.2208996133268,1563.34145219033
2021-10-12,57471.35,57680.0,53879.0,55996.93,53471.2855,3017210682.8859496,1554412,26157.44247,1477084242.54916,-2.5654869774244027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,66.15679950958308,52097.65337687066,2833.1553014505917,1817.3042220423827
2021-10-13,55996.91,57777.0,54167.19,57367.0,55808.44492,3123307687.477303,1610489,27985.13207,1566812325.67564,2.446687702343686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68.3957574826847,52800.23292662124,2995.509430508835,2052.945263735673
2021-10-14,57370.83,58532.54,56818.05,57347.94,43053.336781,2481915791.591235,1372048,21940.264979,1265138476.865594,-0.033224676207577186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68.32803415904725,53406.59386973841,3087.0526435258726,2259.766739693713
2021-10-15,57347.94,62933.0,56850.0,61672.42,82512.908022,4959389368.726733,2649137,43913.676331,2638969873.669803,7.540776530072391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74.49795723709755,54508.70402043995,3468.56721049334,2501.526833853639
2021-10-16,61672.42,62378.42,60150.0,60875.57,35467.88096,2173374058.808911,1360379,17286.46284,1059536457.6160172,-1.2920686426769024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,71.72524906946529,55357.61948438129,3664.380421530608,2734.097551389033
2021-10-17,60875.57,61718.39,58963.0,61528.33,39099.24124,2371696294.797305,1331655,19289.94298,1170524004.7692945,1.072285647592297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,72.62410435027485,56180.38088646378,3828.1080322118796,2952.899647553603
2021-10-18,61528.32,62695.78,59844.45,62009.84,51798.44844,3195091233.4205527,1629184,25859.08539,1595447836.139042,0.7825825924415497,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.29842176931122,56957.642101601945,3951.17054163781,3152.5538263704443
2021-10-19,62005.6,64486.0,61322.22,64280.59,53628.107744,3370863940.269437,1755708,27436.545484,1724665979.8435092,3.661918818045651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.26729696940177,57934.035154721685,4183.701903249152,3358.7834417461863
2021-10-20,64280.59,67000.0,63481.4,66001.41,51428.934856,3362878816.4045925,1823286,27623.990526,1806653764.6708329,2.6770445013028166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.24167902335473,59009.68513409213,4455.480469716735,3578.122847340296
