date_utc,Open_price,High_price,Low_price,Close_price,Volume,Quote_volume,Nb_trades,Taker_buy_base_volume,Taker_buy_quote_volume,evolution_prct,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,janvier,fevrier,mars,avril,mai,juin,juillet,aout,septembre,octobre,novembre,decembre,RSI,EMA_14,MACD,MACD_Signal
2019-05-31,8267.1,8594.0,8108.5,8555.0,44727.49162,373629673.9190144,416525,23391.68846,195418655.05339947,3.451945331904782,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66.10373896269965,8152.017298543457,606.8096578232216,630.3471757359845
2019-06-01,8555.0,8626.0,8442.36,8544.07,31868.234157,272098436.34069574,348375,16922.662425,144486129.11826152,-0.12776154295733866,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65.8634206622925,8204.290992070997,586.2947149995907,621.5366835887057
2019-06-02,8545.1,8814.78,8524.0,8725.98,27835.133265,241414596.71950516,299353,14585.886999,126530020.38343656,2.1290789986505354,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,67.95169241753737,8273.84952646153,578.0516718756662,612.8396812460978
2019-06-03,8726.0,8800.95,8080.8,8115.82,45692.965104,387155494.9730488,431252,22514.316859,190882595.70344344,-6.992452423681927,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.653730644097074,8252.778922933327,516.3322315720152,593.5381913112814
2019-06-04,8115.66,8115.66,7481.02,7687.03,74143.948941,582173398.3257968,645913,36776.597131,288822568.0432201,-5.283384796607116,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.94925868991851,8177.345733208883,427.88694664383365,560.4079423777919
2019-06-05,7687.04,7896.7,7572.78,7776.5,48679.656455,377635818.0044095,426120,26296.533959,204082647.8767332,1.1639085576614194,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.294777553186556,8123.8996354476985,360.8532111970371,520.4969961416409
2019-06-06,7778.08,7868.13,7444.58,7786.7,36624.118747,282156410.54378915,371485,18877.986383,145537581.791608,0.13116440558091913,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.45509991882167,8078.939684054672,305.0352907051356,477.4046550543399
2019-06-07,7787.57,8100.0,7737.49,7980.53,33942.225658,269125728.1416496,323096,17193.575595,136343077.37705734,2.4892444809739622,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.52296338509932,8065.818392847383,273.28933828891513,436.581591701255
2019-06-08,7978.94,8044.65,7751.0,7893.62,22657.329634,179047320.02388045,250864,11795.097294,93237148.4745482,-1.089025415605227,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,51.96909002641613,8042.858607134399,238.36975348089163,396.93922405718234
2019-06-09,7895.28,7935.0,7506.66,7628.13,31568.465157,243970971.0244344,322175,16234.631275,125591062.0391708,-3.363349135124316,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,47.438359496892076,7987.561459516479,187.11595052895336,354.9745693515366
2019-06-10,7627.57,8020.0,7511.0,7982.75,36756.078468,287125339.97011447,387179,19890.868561,155461282.83139247,4.648845785271094,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.295451425121556,7986.919931580948,173.116236529243,318.60290278707794
2019-06-11,7981.0,8010.0,7692.23,7884.9,30334.999427,238031771.51747337,309059,15793.772451,124001190.82079008,-1.2257680623845246,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.58725489549643,7973.317274036822,152.3692670248629,285.35617563463495
2019-06-12,7884.9,8200.0,7788.99,8127.64,41597.082622,333291726.6460002,361980,22826.901026,182925127.46756545,3.078542530659867,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.405746089292336,7993.893637498579,153.74199157812745,259.03333882333345
2019-06-13,8127.64,8309.82,8010.03,8218.54,30467.764341,248418184.7720466,341246,16100.161346,131293315.79862677,1.1184058349041015,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56.78048183236996,8023.846485832102,160.31672458620596,239.29001597590798
2019-06-14,8216.44,8684.41,8144.32,8650.0,39835.246255,333475488.55375946,410072,20970.623827,175588531.48519167,5.2498375623894145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.66391047738485,8107.3336210544885,198.0593589989603,231.04388458051844
2019-06-15,8650.88,8864.99,8567.63,8808.7,31791.636039,276420769.2933853,335840,16798.379296,146051605.23593673,1.8346820809248543,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,64.57416708564443,8200.849138247224,238.03254141352227,232.4416159471192
2019-06-16,8810.77,9333.0,8760.0,8953.33,63289.251219,574211342.9796603,552319,33804.182046,306793742.1084928,1.6418994857356761,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,66.26800203598324,8301.17991981426,278.17537616665777,241.58836799102693
2019-06-17,8953.0,9444.0,8950.0,9313.96,47895.485374,441567296.05926627,462160,24826.97685,228962151.24115247,4.027886830933292,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.10614457021994,8436.217263839026,335.22443044712963,260.31558048224747
2019-06-18,9312.13,9336.36,8950.0,9081.55,51554.569401,470271954.2987056,449730,28057.047335,255972426.13011804,-2.495286644993111,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.97512359745713,8522.26162866049,357.56093245665033,279.7646508771281
2019-06-19,9081.97,9304.0,8960.0,9255.49,32147.706495,293748062.6668488,306202,17533.233016,160303572.0157976,1.9153118135120106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66.92614427292847,8620.025411505758,384.86182796317735,300.78408629433795
2019-06-20,9253.76,9590.0,9175.2,9517.12,34556.053982,323621848.1987617,350662,18032.190714,168891671.53448427,2.8267547153095096,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.66345521813996,8739.638023304991,422.7362979131558,325.17452861810153
2019-06-21,9518.06,10174.99,9518.06,10159.86,50484.415892,494783687.9853515,474344,28305.732749,277616242.76671946,6.75351366800041,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75.11283631745323,8929.000953530993,498.86522681512724,359.9126682575067
2019-06-22,10159.86,11160.0,9921.72,10729.5,104169.447976,1112069567.6381147,923334,55336.623587,590676435.7888236,5.606770172029929,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,78.75520171080456,9169.067493060194,598.2666927432783,407.583473154661
2019-06-23,10729.0,11392.64,10555.18,10906.07,57445.323945,625330374.7466884,557935,30129.801033,327919162.5503831,1.6456498438883527,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,79.74477138743259,9400.667827318835,683.4128362169777,462.7493457671244
2019-06-24,10905.95,11143.63,10620.8,11056.59,43101.045285,469746663.93811727,440335,22674.413851,247193774.35494488,1.3801488528865091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.57540172413437,9621.45745034299,754.3418906625593,521.0678547462114
2019-06-25,11056.59,11850.0,11026.0,11820.86,61276.686648,697773986.2691858,597798,32838.335566,373915513.2823127,6.9123482013893955,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.133306751752,9914.711123630592,862.2840057904359,589.3110849550563
2019-06-26,11821.28,13970.0,11741.0,13093.8,155930.147386,1996178374.594492,1355074,76046.064206,973444882.2175624,10.768590440966207,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.05704416892378,10338.589640479846,1038.5725118787705,679.1633703397993
2019-06-27,13098.38,13478.04,10525.1,11329.99,173894.820889,2058443849.314,1357233,80442.119916,951733425.6087811,-13.470573859383828,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.32153866595566,10470.776355082533,1024.1519111003563,748.1610784919108
2019-06-28,11329.99,12480.0,10982.88,12400.63,95795.203964,1129888341.3212836,883116,48847.107883,576552254.919601,9.449611164705352,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.66638161670669,10728.090174404862,1086.589652244329,815.8467932423945
2019-06-29,12407.06,12441.54,11475.02,11903.13,69642.074157,829011822.2365324,732073,36061.459369,429403585.74678665,-4.011892944148809,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,64.80799864926391,10884.76215115088,1083.4387126591864,869.365177125753
2019-06-30,11903.13,12180.0,10766.03,10854.1,84512.530443,971151050.9005817,711267,42697.44,492370966.31592095,-8.813060094277713,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55.94801922814799,10880.673864330764,984.939843039383,892.4801103084791
2019-07-01,10854.1,11282.28,10030.0,10624.93,90962.268271,972343281.8603553,757458,44210.988365,473020897.41183615,-2.111368054467899,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.2046273985041,10846.574682419994,878.2626107954966,889.6366104058827
2019-07-02,10624.9,10938.75,9727.0,10842.85,109561.038728,1128353804.8007915,870148,54998.503606,566863180.5509229,2.0510252773429993,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.62079235598099,10846.078058097328,802.0588235868072,872.1210530420676
2019-07-03,10844.98,11991.89,10841.04,11940.0,96815.90029,1097804642.7577736,814754,49613.616744,561585673.8651912,10.11864961702873,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61.993245276088125,10991.934317017685,820.7366675277299,861.8441759392001
2019-07-04,11940.0,12000.0,11055.0,11145.67,66512.221892,775818897.3894848,643867,33626.851862,392411806.4334007,-6.65268006700167,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.751535569314285,11012.432408081995,762.6518254013554,842.0057058316312
2019-07-05,11145.67,11406.83,10796.44,10970.73,63534.350582,705853649.0264896,564857,32306.914259,359142813.9881069,-1.5695781411077192,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54.451246648069564,11006.872087004396,694.4972416795335,812.5040130012118
2019-07-06,10982.41,11665.0,10964.51,11256.49,51469.496331,585001376.155429,470692,25601.989482,291096287.944003,2.6047491825976987,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56.2463692868041,11040.15447540381,655.9809468356052,781.1993997680905
2019-07-07,11256.45,11538.0,11094.37,11406.24,38884.795599,439439052.9455421,366769,22449.30112,253820654.34123248,1.3303436506406419,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,57.198350145114304,11088.965878683302,630.2746651563393,751.0144528457404
2019-07-08,11410.0,12338.03,11220.0,12238.6,52182.367215,618530684.4325522,507860,27740.09749,328709707.94803345,7.297409137454602,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62.130464636371926,11242.250428192196,669.3508870297755,734.6817396825475
2019-07-09,12238.6,12794.73,12068.0,12543.41,78442.130343,975986802.0300353,660273,40993.911974,508388352.3604959,2.490562646054273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.776596371319144,11415.738371099904,716.653557876145,731.0761033212669
2019-07-10,12548.51,13147.08,11569.0,12108.37,109246.044997,1369749939.9675035,899391,46964.760907,588798251.124835,-3.468275373283658,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.78237235348797,11508.089254953251,710.8430172814078,727.0294861132952
2019-07-11,12108.11,12111.73,11000.0,11342.89,87506.461058,1007356802.218256,760057,43714.15617,503407388.68365425,-6.321907903375945,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.44032457840563,11486.062687626152,637.1258926868813,709.0487674280124
2019-07-12,11342.88,11885.0,11073.0,11757.22,56321.858281,649824820.7654814,537561,30291.119356,349517968.90387326,3.652772794234971,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.151798101349414,11522.216995942665,605.1615826178167,688.2713304659734
2019-07-13,11757.22,11799.98,10830.0,11355.76,54245.594548,614050007.9919451,510305,26460.058236,299649536.3943535,-3.414582698971347,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,52.93503406664385,11500.022729816978,541.1965923059543,658.8563828339695
2019-07-14,11355.78,11452.0,10103.0,10174.18,72517.579236,777646151.6029468,649043,35853.69216,384643236.23562616,-10.40511599399776,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,44.80032166626037,11323.243699174714,390.6569948558499,605.2165052383457
2019-07-15,10174.18,11100.0,9860.0,10838.72,81922.426332,851028723.7031858,732206,41714.189655,433767828.4945731,6.5316320332449385,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.500642848882094,11258.640539284754,321.2726721259296,548.4277386158625
2019-07-16,10833.78,11028.0,9350.01,9439.59,97219.443413,982462166.6932294,796646,47295.944048,478852520.00356245,-12.908627587021337,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.49017502741473,11016.100467380122,151.6389985098849,469.069990594667
2019-07-17,9430.17,9957.0,9060.0,9667.92,84942.672717,809555508.3476789,757742,43073.115146,410754257.707386,2.4188550562047606,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.10820393709616,10836.34307172944,35.22140238893917,382.3002729535214
2019-07-18,9668.86,10788.0,9252.0,10627.16,80283.310252,807822745.1854327,734821,42103.344745,423743857.79454607,9.921885989954404,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.43464576697452,10808.451995498848,20.130221355277172,309.86626263387257
2019-07-19,10628.64,10769.71,10121.84,10504.29,56546.932133,589931612.3419864,567735,29070.357474,303508985.606864,-1.156188483094256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48.68779599773985,10767.897062765669,-1.724353202211205,247.5481394666558
2019-07-20,10505.78,11068.99,10350.0,10740.23,47331.899848,505569016.35008293,461660,25003.62155,267188169.9395916,2.246129914539674,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50.242337061830746,10764.20812106358,-0.005807876003018464,198.03734999812406
2019-07-21,10740.27,10817.9,10288.0,10589.45,38834.287935,409661485.99856466,395452,20345.527384,214610701.2026862,-1.4038805500440787,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,49.21617435098914,10740.907038255104,-10.687337231525817,156.2924125521941
2019-07-22,10590.15,10683.16,10100.0,10340.31,40467.954839,421016379.36208767,389565,19335.4119,201324461.22845033,-2.3527189797392767,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.49019822907935,10687.494099821091,-38.808679749596195,117.27219409183604
2019-07-23,10343.08,10343.97,9822.0,9864.91,47624.37071,478441909.40505725,448147,24082.309129,241965620.20266604,-4.59754107952276,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.297851915965225,10577.816219844946,-98.3224531782871,74.15326463781142
2019-07-24,9864.78,9937.0,9525.0,9763.28,43475.380377,422534162.14571214,424762,21963.773537,213526693.3881535,-1.030217204211692,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.6227543667184,10469.211390532288,-151.93680611326636,28.935250487595862
2019-07-25,9763.4,10175.0,9720.03,9879.87,37873.354728,378938450.0817674,368176,19308.011426,193241603.01232004,1.1941683532583403,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.66461790071542,10390.632538461317,-182.91025292997801,-13.433850195918911
2019-07-26,9882.15,9889.98,9637.0,9824.0,27167.463217,265108103.13392133,299935,14006.629434,136688126.95394775,-0.5654932706604554,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44.242678147792155,10315.081533333143,-209.54961721167638,-52.65700359907041
2019-07-27,9824.0,10188.66,9333.0,9476.52,43809.778301,424932724.9687315,401418,21428.052318,208090741.11042413,-3.537052117263839,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,41.609871187581106,10203.273328888725,-255.75208646700412,-93.27602017265716
2019-07-28,9478.92,9594.99,9165.0,9541.54,29401.022937,278537286.1348134,271327,17116.433132,162267204.1584597,0.6861168445800869,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,42.301768977032694,10115.042218370229,-283.84926794662533,-131.3906697274508
2019-07-29,9541.54,9729.0,9395.0,9507.64,29021.937411,277497756.76841676,294468,16075.166971,153791418.10329247,-0.3552885592891908,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.02218098500374,10034.055255920865,-305.33225323183615,-166.1789864283279
2019-07-30,9509.07,9714.28,9402.0,9574.21,32536.368834,310867928.28793913,283961,17211.009653,164621319.04418957,0.7001737550012432,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.82138409724384,9972.742555131415,-313.3736547717381,-195.61792009700994
2019-07-31,9575.0,10109.8,9555.0,10080.53,39515.35456,389690761.44466114,364212,21235.609604,209506872.509218,5.288373662161172,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48.62235509396985,9987.114214447227,-275.7124889722709,-211.63683387206214
2019-08-01,10080.53,10467.86,9863.46,10374.99,41727.637028,422156523.6690079,378062,22244.919467,225207082.39426735,2.9210765703787223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.69189288617827,10038.830985854263,-219.57416831488263,-213.22430076062625
2019-08-02,10375.0,10670.0,10281.35,10523.75,42990.444221,450323284.1507597,431322,22206.135093,232638457.60696328,1.4338327073086354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53.21269045487878,10103.486854407029,-161.22198924354052,-202.82383845720912
2019-08-03,10523.75,10904.77,10497.93,10816.86,33802.318824,363852799.8717801,348893,18132.529707,195125820.47946516,2.7852238983252287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,56.14240527618552,10198.603273819424,-90.28518809940033,-180.3161083856474
2019-08-04,10816.86,11040.0,10552.0,10929.23,39924.745141,431793873.4232976,353721,22066.368257,238959952.2351608,1.038841216397346,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,57.24765805315648,10296.020170643502,-24.715042609268494,-149.19589523037163
2019-08-05,10929.99,11937.52,10927.8,11828.8,65153.673713,757976547.217046,622610,33530.07066,389969213.3989176,8.23086347345605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.87830756602469,10500.3908145577,98.69980120903165,-99.61675594249098
2019-08-06,11830.0,12330.7,11226.7,11481.69,76705.389875,904119081.6157126,625827,37522.116972,442937542.0407164,-2.934448126606237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.39864177887981,10631.230705950007,166.57787199306767,-46.37783035537926
2019-08-07,11481.69,12141.17,11382.84,11975.03,69173.390353,814597979.050504,592916,36357.225918,428496665.57006496,4.296754223463628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.18384302039789,10810.403945156673,257.2151311886155,14.340761953419694
2019-08-08,11975.04,12060.0,11521.0,11999.77,51207.257174,604389131.062836,473584,27463.200763,324785966.1265964,0.2065965596745878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.36777611181735,10968.986085802451,327.26956353625246,76.92652226998625
2019-08-09,11994.17,12045.68,11700.0,11879.99,39427.152588,467011047.9414285,410902,20074.421911,238009297.579604,-0.9981857985611464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62.68919295479598,11090.453274362124,368.8708474150426,135.3153872989975
2019-08-10,11879.98,11985.0,11270.0,11309.31,42633.087048,492217964.4905557,399237,17111.125076,197997879.10911432,-4.8037077472287475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,55.29105748051923,11119.634171113841,351.7364590304478,178.59960164528758
2019-08-11,11309.24,11600.0,11112.11,11549.97,26772.90691,304862403.351449,306234,15007.4382,171032610.99181715,2.1279812826777267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,57.56534923308521,11177.012281631994,353.5016366888958,213.58000865400925
2019-08-12,11539.08,11577.89,11235.32,11396.08,17568.227075,200325471.60414097,255966,9200.430879,104948602.15277772,-1.3323844131196805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55.61707063410456,11206.22131074773,338.57997660148067,238.58000224350354
2019-08-13,11398.35,11456.16,10788.45,10892.71,33234.72968,368994475.5461124,337834,13483.5587,149693332.12683108,-4.417045159388144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.69267681174538,11164.419802648034,282.87588420705106,247.43917863621306
2019-08-14,10893.36,10897.48,9928.1,10050.37,54451.847499,567724729.1059059,534507,26080.631381,271971667.5509817,-7.733061836769717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.68973400985766,11015.879828961628,168.8142063002233,231.7141841690151
2019-08-15,10055.16,10460.0,9911.0,10293.93,38174.45112,387705855.0879112,373368,19588.082918,199059445.6042564,2.4233933676073516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.47428213186498,10919.619851766744,96.95512296809102,204.7623719288303
2019-08-16,10296.77,10536.03,9750.0,10331.54,51758.142918,527258446.3977765,504740,25818.031537,263301246.8984917,0.36536094572239275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44.91175457024022,10841.209204864512,42.55059758857897,172.32001706078006
2019-08-17,10331.15,10465.14,10000.0,10216.02,29000.581201,297776329.0305825,332795,14672.94974,150792759.3452331,-1.1181295334480645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43.77102740094218,10757.85064421591,-9.774208308061134,135.90117198701182
2019-08-18,10216.05,10500.0,10080.0,10306.78,24085.395172,248508872.4599864,265705,12961.478557,133774771.71696788,0.8884085974772971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,44.95398622546295,10697.70789165379,-43.41792565377,100.03735245885547
2019-08-19,10306.17,10930.0,10258.6,10915.54,37243.319217,396233441.0274596,337022,20591.436572,219085855.34458047,5.906403357789736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.215582227127356,10726.752172766619,-20.720121002643282,75.88585776655572
2019-08-20,10914.73,10949.96,10560.0,10760.51,32298.921679,346664453.1367265,305065,16017.544729,172082522.17892724,-1.4202687178096585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.39241825186364,10731.253216397738,-15.067879512413128,57.69511031076195
2019-08-21,10760.51,10804.13,9858.0,10142.57,47355.719282,482889274.517917,458814,21565.830561,219533134.86528105,-5.742664613480219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.8241043488641,10652.76212087804,-59.76213043018288,34.20366216257299
2019-08-22,10140.82,10242.0,9762.0,10099.88,34059.642738,341371442.9068388,401148,17921.9543,179746967.2352143,-0.4208992395418609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.40320809489297,10579.044504760968,-97.50341385088359,7.8622469598816735
2019-08-23,10099.9,10445.0,10019.79,10389.55,27550.336173,282732431.7520724,326866,14798.816338,151926638.08027625,2.86805387786786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.11478396153035,10553.77857079284,-102.85406708532719,-14.281015849160099
2019-08-24,10388.16,10419.42,9890.0,10134.35,27692.456844,279962133.6257099,313227,13623.564841,137726211.36364344,-2.456314277326732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,44.35502477413864,10497.854761353794,-126.23188295749424,-36.67118927082693
2019-08-25,10134.61,10333.0,9906.97,10142.69,26271.657398,265132761.31704283,289956,12885.717735,130202473.09027292,0.08229437507092374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,44.4695010844261,10450.499459839955,-142.4439964418707,-57.82575070503569
2019-08-26,10142.69,10604.0,10137.93,10372.25,41687.511599,432249835.49069726,405316,22666.595452,235202578.43601215,2.263304902348384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.661244079434184,10440.066198527962,-135.21002271661746,-73.30260510735204
2019-08-27,10373.6,10391.08,10051.08,10185.05,28402.775383,289340681.0789518,292888,13852.442138,141207845.02919284,-1.804815734291021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.37106409294493,10406.064038724233,-142.9348578581812,-87.22905565751788
2019-08-28,10185.69,10299.0,9601.01,9721.0,42110.555375,420034883.00315255,381293,19430.822573,194055407.18003407,-4.556187745764618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.21270949602468,10314.722166894335,-184.37642547213545,-106.65852962044139
2019-08-29,9721.0,9724.0,9320.0,9498.44,35532.69491,337838761.5572865,343887,17536.268448,166811264.08255094,-2.2894763913177574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.982319881017155,10205.884544641758,-232.4978083551796,-131.82638536738904
2019-08-30,9499.01,9696.0,9350.41,9584.54,26834.318104,255854874.4507745,259270,14227.872851,135696420.41983488,0.9064646405093857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.38304285512314,10123.03860535619,-260.6818227694712,-157.59747284780548
2019-08-31,9582.76,9684.51,9420.75,9587.47,17130.290074,164116756.46299693,199188,8558.148214,82010834.33875087,0.030570063873680553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,39.43317550856365,10051.629457975365,-279.55885032745573,-181.98974834373553
2019-09-01,9588.74,9830.0,9520.0,9724.98,19545.404843,188513289.12235728,191324,11545.610598,111464034.38112412,1.434267851685589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,41.86329870545734,10008.076196911983,-280.1932297494932,-201.63044462488708
2019-09-02,9723.59,10450.0,9712.5,10340.0,44740.248093,448462178.630381,354155,25140.296125,251933840.30794755,6.324126116454742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.27893910116468,10052.332703990385,-228.4357409234599,-206.99150388460166
2019-09-03,10340.0,10773.0,10272.0,10615.28,47998.376781,505617667.3992669,416076,24734.303264,260488377.88812712,2.662282398452609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.80703526640527,10127.392343458334,-163.32208738826557,-198.25762058533445
2019-09-04,10611.85,10799.0,10369.89,10567.02,43943.889026,463526509.325937,383457,22244.067656,234731325.60204145,-0.4546276687944162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.06783855285641,10186.009364330555,-114.29569687051298,-181.46523584237016
2019-09-05,10565.92,10900.0,10450.0,10564.49,33970.960639,358861340.7897901,309846,16535.147807,174901090.47337496,-0.023942417067446264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.02669990200649,10236.473449086481,-74.7840154464011,-160.12899176317634
2019-09-06,10563.13,10905.87,10150.0,10298.73,58799.640959,623662984.3843305,455334,29952.944427,318275724.07277405,-2.5155970614767043,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.74501793702117,10244.774322541618,-64.17555831415848,-140.9383050733728
2019-09-07,10298.71,10558.0,10288.57,10455.88,27637.877392,287851131.1802577,272011,14673.489216,152825898.95080233,1.5259163023013445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52.159431968384446,10272.921746202735,-42.59656132093005,-121.26995632288425
