date_utc,Open_price,High_price,Low_price,Close_price,Volume,Quote_volume,Nb_trades,Taker_buy_base_volume,Taker_buy_quote_volume,evolution_prct,0-6h,6-12h,12-18h,18-23h,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,janvier,fevrier,mars,avril,mai,juin,juillet,aout,septembre,octobre,novembre,decembre
2024-01-06 00:00:00,44145.12,44214.42,43588.0,43698.72,4720.47948,207306776.1910586,239325,2175.80371,95552741.4124768,-1.0111878756220105,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-06 06:00:00,43698.72,43771.1,43397.05,43671.96,5095.32998,222219778.73080432,276573,2609.15863,113794527.9658669,-0.061237491624477336,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-06 12:00:00,43671.97,44000.0,43527.27,43963.72,3991.35506,174892620.6716632,221038,2229.76639,97711769.9355085,0.6680716871878545,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-06 18:00:00,43963.73,44148.58,43611.19,43968.32,4027.89692,176793707.89808,219706,2033.842,89282748.0500254,0.010463172816121968,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-07 00:00:00,43968.32,44259.29,43833.4,43885.47,4462.47133,196450489.7175186,213269,2248.28359,98982384.2595777,-0.1884311249554238,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-07 06:00:00,43885.48,44167.81,43858.0,44061.1,4305.81932,189530304.8450457,214669,2169.16414,95478357.579378,0.4002007953885389,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-07 12:00:00,44061.1,44480.59,43700.0,44064.84,8456.9237,373645934.41145927,387718,4299.69838,190014332.34325552,0.008488212958823738,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-07 18:00:00,44064.83,44269.92,43572.09,43929.02,5798.63645,255008367.1501246,293603,2896.37736,127395933.3436151,-0.30822760277808836,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-08 00:00:00,43929.01,43986.0,43175.0,43641.74,9621.28237,419114009.0547128,365165,4627.2096,201582133.33687207,-0.6539640538304692,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-08 06:00:00,43641.74,44688.0,43584.87,44635.99,11544.40849,508640184.34764034,474366,6296.43389,277508438.7584176,2.2782088890131336,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-08 12:00:00,44636.0,45668.88,44350.0,45648.0,24038.51105,1081987584.6833644,809246,13008.28744,585659155.721772,2.2672511576420806,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-08 18:00:00,45648.01,47248.99,45648.0,46951.04,27610.37398,1289030372.59579,715687,14796.87437,690562479.8511217,2.854539081668417,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-09 00:00:00,46951.04,47150.0,46230.0,46714.67,12682.11626,592487538.0008514,435638,6224.78953,290791434.1786218,-0.503439327435562,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-09 06:00:00,46714.66,46931.7,46381.1,46615.99,8146.25777,379922769.7673063,349654,3937.6676,183630323.25387287,-0.21123985249172916,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-09 12:00:00,46616.0,47051.21,45450.0,46715.99,19506.77523,910308934.2854409,812570,9995.01052,466593494.8123025,0.21451866623447557,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-09 18:00:00,46716.0,47972.0,44748.67,46110.0,29592.51691,1368722830.7547977,1039883,14667.98664,679135974.0914723,-1.297178974479607,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-10 00:00:00,46110.0,46249.14,45622.0,45975.99,9178.61349,421868018.1683036,311901,4399.61454,202259367.5247184,-0.29063109954456934,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-10 06:00:00,45975.99,46065.85,45000.0,45515.89,10598.327,483475618.7246657,423042,5182.50879,236449998.5845336,-1.000739733935041,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-10 12:00:00,45515.88,46449.0,44300.36,46401.89,26468.45827,1198795181.6599455,1038349,13986.17842,633932641.0184951,1.9465729440861113,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-10 18:00:00,46401.88,47695.93,44800.0,46653.99,43666.01327,2019670663.1598525,1360296,23342.49264,1080484694.2244172,0.543296835538376,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-11 00:00:00,46654.0,46750.0,45896.23,46070.0,11763.21259,546259139.1251204,464511,5693.83434,264465670.6025253,-1.2517471710351002,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-11 06:00:00,46070.0,47150.0,45618.1,47060.0,12292.0613,570322649.6818128,546462,6674.15967,309744068.91981393,2.148903841979588,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-11 12:00:00,47059.99,48969.48,45606.06,46497.14,51170.08143,2419249123.9011383,1473684,26230.22863,1241558950.6262655,-1.196047598810035,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-11 18:00:00,46497.14,46975.0,46084.69,46339.16,12244.97428,569308692.3202305,513794,5477.94566,254699249.51138768,-0.3397628327247548,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-12 00:00:00,46339.16,46515.53,45858.0,46194.01,7896.83687,364234805.44557214,366340,3859.32108,178026908.8887536,-0.31323399043056144,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-12 06:00:00,46194.01,46366.0,45537.37,45954.35,10285.57751,472749508.61740726,461467,5239.2689,240832073.1238467,-0.5188118546105902,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-12 12:00:00,45954.35,46109.0,43212.0,43803.99,38255.51542,1703625927.8261,1225840,18387.90391,819073908.0889671,-4.679339387892556,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-12 18:00:00,43803.98,43981.1,41500.0,42782.73,29890.00727,1286873493.6869771,755545,14221.08677,612907988.8762624,-2.3314314517923984,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-13 00:00:00,42782.74,43138.0,42436.12,43101.09,13131.60287,561289563.8043652,404548,6448.07921,275717399.3227712,0.744132036454892,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-13 06:00:00,43101.09,43254.96,42509.11,42624.0,10014.05408,429918599.5911804,378426,4710.92418,202247993.1852883,-1.1069093612249614,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-13 12:00:00,42624.01,43257.0,42505.0,42898.33,8706.54049,373235361.5940748,414701,4392.16381,188265956.4015172,0.6436045420420422,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-13 18:00:00,42898.95,43040.01,42699.52,42847.99,4266.2772,182927086.5635459,236568,2196.93104,94200869.3358784,-0.11734722540481801,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-14 00:00:00,42847.99,42890.23,42562.56,42749.99,3980.38195,170048883.0487003,196675,2051.09974,87631912.8681592,-0.22871551267632517,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-14 06:00:00,42749.99,43079.0,42749.99,42829.99,4710.82111,202193835.69996673,221242,2306.87034,99017919.4085899,0.18713454669814222,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-14 12:00:00,42829.99,43010.84,42710.0,42973.27,5584.53837,239446095.537175,282008,2897.81044,124245716.9248635,0.3345319482913611,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-14 18:00:00,42973.27,43003.99,41720.0,41732.35,13952.66751,590523967.971851,535802,6434.52791,272366110.5369635,-2.8876555123685033,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-15 00:00:00,41732.35,42824.68,41718.05,42739.85,8132.61739,344542986.8515405,289869,4523.24656,191597594.43300208,2.414194264161984,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-15 06:00:00,42739.85,42797.06,42513.14,42697.99,5891.72096,251353172.6487513,263403,2800.65748,119491170.5971464,-0.09794138257387397,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-15 12:00:00,42698.0,42958.03,42163.32,42696.58,10997.4353,467530502.80506706,494239,5566.17814,236621940.8097641,-0.003302263174442821,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-15 18:00:00,42696.57,43400.43,42342.18,42511.1,15248.11938,655556248.8027439,610100,7034.67812,302286705.2476703,-0.43441418493004313,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-16 00:00:00,42511.1,42946.05,42466.88,42773.82,5756.79346,246004756.8874313,289595,3112.8505,133003279.335787,0.6180032979621775,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-16 06:00:00,42773.82,43153.66,42606.92,42900.54,6765.98114,290039288.2346584,289299,3529.33024,151291868.2807721,0.2962559808780352,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-16 12:00:00,42900.55,43434.0,42050.0,43051.74,22999.27347,984224962.9030522,745717,12695.71429,542893282.6402137,0.3524431161006314,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-16 18:00:00,43051.74,43578.01,42834.29,43137.95,9523.69782,411678142.03392833,391969,4726.66164,204337011.67843568,0.2002474232168039,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-17 00:00:00,43137.94,43198.0,42765.41,42783.39,5164.6009,221989972.0876418,200663,2385.2159,102526704.0314829,-0.8219213013135662,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-17 06:00:00,42783.39,42876.34,42564.0,42680.16,6572.33498,280955804.6552695,270743,3196.64372,136649301.187037,-0.24128522774842232,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-17 12:00:00,42680.16,42926.02,42200.69,42371.1,13263.18102,564402315.4152249,549196,6679.56098,284265838.2233718,-0.7241303687708922,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-17 18:00:00,42371.1,42876.48,42278.98,42776.1,8266.09698,352540338.76475286,417570,4386.78469,187090924.6056862,0.955840183521306,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-18 00:00:00,42776.09,42784.99,42502.19,42772.87,4124.84696,175961503.0595571,181685,1870.34381,79785163.4051792,-0.007550945504608553,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-18 06:00:00,42772.86,42930.0,42387.68,42544.59,6912.65504,295174972.8056171,289821,3254.49824,138960329.3061724,-0.533702788706969,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-18 12:00:00,42544.6,42810.0,41500.0,41816.71,14169.09848,597759137.2177892,500272,6828.83579,288208477.5756752,-1.7108638254593522,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-18 18:00:00,41816.71,41916.07,40683.28,41327.5,18700.91593,770530928.1806157,494309,9131.46552,376338663.91933686,-1.1698911750828822,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-19 00:00:00,41327.51,41370.99,40752.26,41210.5,7354.91387,302493752.90132713,254391,3627.18137,149200115.2738738,-0.2831044703889618,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-19 06:00:00,41210.51,41576.0,41143.33,41475.37,8077.68255,334196156.1745741,273851,4372.94928,180913195.4293925,0.6427245483554112,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-19 12:00:00,41475.37,41488.2,40280.0,41239.57,18682.87717,764015415.8120012,622582,8971.91702,366867101.536036,-0.5685301903274209,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-19 18:00:00,41239.57,42196.86,41006.61,41659.03,14227.272,593141141.6508495,490604,7375.45253,307498309.1399032,1.0171299070286022,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 00:00:00,41659.03,41700.0,41456.3,41627.63,3876.62406,161228558.8012136,205337,1947.73638,81003423.8554627,-0.07537381451272473,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 06:00:00,41627.62,41774.0,41459.02,41580.83,4327.54988,180001346.9057344,206956,1942.88424,80816754.5571966,-0.11242532904226499,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 12:00:00,41580.82,41700.0,41478.0,41591.11,4029.50929,167598087.0470816,212307,1961.32968,81571969.5461589,0.02472293121613678,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-20 18:00:00,41591.1,41872.56,41526.36,41696.04,3690.3117,153940015.3969047,182724,1705.41602,71142994.0367454,0.25228949167261927,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-21 00:00:00,41696.05,41730.0,41628.46,41628.47,2164.76826,90224365.8492279,144489,970.85135,40464385.7575676,-0.16205375858234783,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-21 06:00:00,41628.46,41826.97,41564.29,41719.89,2607.68992,108763985.8815196,150889,1294.03371,53971281.1796416,0.2196093202560645,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-21 12:00:00,41719.9,41881.39,41525.0,41678.0,4083.01574,170370112.7998557,203798,2050.66607,85568900.2902452,-0.1004077431651873,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-21 18:00:00,41677.99,41811.1,41500.98,41580.33,2874.68909,119793106.5003011,158641,1261.00932,52547639.9332785,-0.23434425836171835,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-22 00:00:00,41580.32,41689.65,40684.0,41138.46,9262.67018,381537859.149112,371096,4472.32305,184204227.9221856,-1.0626899786509658,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-22 06:00:00,41138.47,41321.17,40364.63,40815.99,11432.79197,467073660.31621534,539588,5684.01823,232227133.42948407,-0.7838650255746149,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-22 12:00:00,40815.92,41244.06,40350.0,40708.0,13365.56884,544086023.2093108,633065,6770.56632,275618669.8363777,-0.264577681442979,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-22 18:00:00,40707.99,40800.01,39431.58,39568.02,21365.16812,854754611.1207945,603501,9861.23225,394600816.87900513,-2.800383217058078,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 00:00:00,39568.02,40176.74,39511.1,40069.34,5794.81099,231339343.05342767,196044,3174.60224,126749461.539017,1.2669827805384282,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 06:00:00,40069.35,40129.12,38657.0,38845.56,18832.14783,738728574.4462861,591219,9090.57794,356691977.6733495,-3.054155621230592,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 12:00:00,38845.56,39634.29,38555.0,39398.89,21682.2287,846967742.628559,862781,12441.89649,486318813.0875111,1.4244356369170763,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-23 18:00:00,39398.88,39907.23,38981.1,39897.6,11647.44599,458816330.518554,393881,6206.8951,244656991.3965342,1.2657970821005282,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-24 00:00:00,39897.59,40250.0,39557.01,39798.85,10291.87788,410104993.9116007,323815,5523.01464,220079477.88011032,-0.2475086220725009,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-24 06:00:00,39798.85,40555.0,39661.91,40209.34,10158.41945,406999752.3328501,447321,5577.01499,223419978.5953204,1.0314117116449362,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-24 12:00:00,40209.34,40298.86,39766.0,40141.98,10950.65021,438422182.9956488,549223,5577.28134,223306719.573064,-0.16752326698222797,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-24 18:00:00,40141.98,40175.11,39484.19,40084.88,7892.88107,314177994.5906496,355256,3995.74628,159080833.4259279,-0.14224510101396026,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-25 00:00:00,40084.89,40178.84,39792.01,39876.47,5334.45993,213357172.0772358,206709,2415.8657,96641882.4380188,-0.5199217260972167,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-25 06:00:00,39876.47,40300.24,39876.46,40178.07,6422.20619,257440102.21489367,273794,3278.11323,131435432.9760993,0.7563357538919568,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-25 12:00:00,40178.07,40283.82,39550.0,39803.16,11690.14821,465921954.9873028,494807,5875.948,234186008.10082993,-0.9331209786831329,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-25 18:00:00,39803.16,40044.91,39637.99,39961.09,7575.3042,302094066.8731814,315923,4115.32226,164105916.8584484,0.3967775422855757,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-26 00:00:00,39961.09,40245.0,39822.52,40102.4,4304.74581,172509402.719209,181604,2367.9854,94908674.3569788,0.3536189828655889,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-26 06:00:00,40102.4,41348.13,39896.84,41289.52,13794.15442,559224309.1496112,491550,7245.77094,293928567.9225465,2.9602218321097773,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-26 12:00:00,41289.52,42010.02,40914.5,41915.16,19093.51653,791949571.0092407,612788,10080.52585,418094081.83860093,1.5152513276976975,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-26 18:00:00,41915.17,42246.82,41800.02,41823.51,10192.5505,428017376.4117459,338919,4980.47332,209173875.598995,-0.21865597077525,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-27 00:00:00,41823.51,41933.17,41708.0,41762.48,3702.94086,154863690.3109354,166140,1597.50871,66816966.381345,-0.14592271189098893,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-27 06:00:00,41762.49,41812.0,41394.34,41761.23,5205.83167,216841517.5496199,217355,2627.75172,109455818.01091,-0.002993117266980594,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-27 12:00:00,41761.22,41895.74,41714.0,41779.28,3164.04013,132247295.4027238,180860,1434.00902,59937276.3382078,0.043221907017576555,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-27 18:00:00,41779.28,42200.0,41745.26,42120.63,4151.60401,174466199.0876654,186793,1826.38033,76728598.5175615,0.8170317918355652,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-28 00:00:00,42120.63,42842.68,41925.0,42562.44,8965.13922,379715505.8285153,273589,4109.78893,174219462.391253,1.04891593501808,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-28 06:00:00,42562.45,42698.0,42293.66,42471.98,7268.7499,308870724.85378647,282325,3391.75481,144128638.539638,-0.2125348076848943,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-28 12:00:00,42471.98,42544.0,42100.0,42168.17,5490.33783,232371398.8238514,232011,2657.46151,112489069.1372782,-0.7153186642110954,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-28 18:00:00,42168.16,42170.4,41620.81,42031.06,5570.77143,233408262.16210553,244568,2812.18295,117833168.5712318,-0.3251504630151114,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-29 00:00:00,42031.05,42504.0,41874.94,42144.23,4654.46127,196513135.86516127,218137,2338.40629,98729735.2148051,0.2692532617545318,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-29 06:00:00,42144.23,42381.1,41961.1,42246.95,4724.00284,199258655.0743778,234991,2250.01915,94913650.0378634,0.24373443292236008,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-29 12:00:00,42246.95,43313.8,41804.88,42996.57,15116.52478,643924265.4833652,499076,7782.4385,331568490.5696372,1.7743766118027526,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-29 18:00:00,42996.56,43333.0,42883.72,43302.7,7047.75318,303766223.93896407,245652,3626.02233,156292845.5362069,0.7119870259418404,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-30 00:00:00,43302.71,43787.35,43133.9,43365.04,8230.44234,357777835.2519157,273892,4313.45107,187530915.1106511,0.1439633094472148,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-30 06:00:00,43365.03,43564.85,43215.76,43537.74,6008.58889,260777655.2855288,218449,3011.32153,130711994.1446843,0.3982470672228011,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-30 12:00:00,43537.75,43882.36,43114.13,43398.31,13165.77973,571577048.8965985,472688,6982.07375,303188199.1626624,-0.32025089037694965,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-30 18:00:00,43398.31,43760.0,42683.99,42941.1,10214.4345,443118546.2373167,351581,5010.45358,217445300.03767073,-1.0535202868498739,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-31 00:00:00,42941.1,43107.77,42655.07,42980.0,6208.7056,266378279.31503513,240174,3131.34177,134343808.9028066,0.09058920241913349,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-31 06:00:00,42980.0,43091.1,42355.0,42647.98,7660.51,327487162.1559999,272063,3630.44966,155167811.0660009,-0.7724988366682117,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-31 12:00:00,42647.98,43745.1,42521.31,43715.04,12350.12624,532325358.28154886,523799,6544.13376,282058260.6976286,2.5020176805560235,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-31 18:00:00,43715.04,43745.11,42276.84,42580.0,13651.79504,585474777.3004985,463523,6984.02306,299439834.5037846,-2.5964519305026412,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-02-01 00:00:00,42580.0,42687.63,41884.28,42156.5,8891.75642,374656678.40008765,356778,4400.08264,185396409.3443386,-0.9945984030061084,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-01 06:00:00,42156.5,42331.1,42026.52,42087.52,6083.01064,256707578.60347593,236760,3256.54465,137456671.774395,-0.1636283847093689,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-01 12:00:00,42087.52,43169.23,41944.89,42924.0,12426.37408,528939822.2267224,507995,6427.16009,273509012.8782056,1.9874775230282138,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-01 18:00:00,42923.99,43285.13,42771.82,43082.94,7829.9055,336817361.4137161,290736,4051.05566,174273455.4872735,0.37028235951914734,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-02 00:00:00,43082.95,43432.63,42943.71,43103.97,5503.31232,237457115.7337786,192319,2882.64794,124392786.7203508,0.04881282475150961,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-02 06:00:00,43103.98,43271.1,42941.1,43148.41,6902.15057,297480794.68358475,218795,3935.82761,169629380.1786864,0.10309955208303023,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-02 12:00:00,43148.42,43488.0,42546.79,42958.47,12780.78984,550009957.2747264,477514,6721.68906,289244704.0061974,-0.44020162040734334,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-02 18:00:00,42958.47,43238.01,42783.09,43200.0,4485.89145,192971569.59847152,197714,2105.40649,90567914.8425564,0.5622406943263991,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-03 00:00:00,43199.99,43380.01,43095.56,43168.78,2951.08083,127556517.8275623,141536,1317.25976,56945212.5565075,-0.07226851851852567,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-03 06:00:00,43168.78,43168.82,42973.66,42995.04,2428.68258,104588250.4871156,130440,1069.60032,46060998.2362557,-0.4024667827073114,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024-02-03 12:00:00,42995.04,43270.0,42880.0,43230.01,3968.96495,171001754.9922224,199871,2075.34538,89413955.0137757,0.5465048991697641,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
